genic_1	517	1878
genic_2	2241	3374
genic_3	3399	3644
genic_4	3678	4790
genic_5	5017	6951
genic_6	7116	9779
genic_7	10133	11647
genic_8	11944	13230
genic_9	13769	14464
genic_10	15332	15661
genic_11	16126	17094
genic_12	17223	18161
genic_13	18468	20435
genic_14	20453	20905
genic_15	21786	23186
genic_16	23576	24859
genic_17	26333	26407
genic_18	27108	27180
genic_19	28225	28926
genic_20	29081	30907
genic_21	31219	32502
genic_22	32552	33340
genic_23	33347	34147
genic_24	34696	37014
genic_25	37193	37672
genic_26	37999	38091
genic_27	38266	40011
genic_28	40265	41332
genic_29	41805	43139
genic_30	43729	44922
genic_31	44924	45127
genic_32	45914	46210
genic_33	46301	47161
genic_34	47615	48358
genic_35	48515	49117
genic_36	49191	52343
genic_37	52878	53360
genic_38	53959	54945
genic_39	55201	55971
genic_40	55975	56745
genic_41	57019	57789
genic_42	57802	58569
genic_43	60576	62774
genic_44	63274	64452
genic_45	65135	66523
genic_46	66876	68273
genic_47	68644	69117
genic_48	69282	70874
genic_49	71366	72211
genic_50	72217	73227
genic_51	73229	74983
genic_52	75305	76561
genic_53	77774	79510
genic_54	79906	81756
genic_55	81817	82593
genic_56	83292	84494
genic_57	85466	86230
genic_58	86377	86784
genic_59	87707	88333
genic_60	88387	89163
genic_61	89310	89432
genic_62	90664	91644
genic_63	92083	92775
genic_64	93000	94166
genic_65	94180	95418
genic_66	95611	97041
genic_67	97070	97669
genic_68	98545	99144
genic_69	99482	100189
genic_70	100306	101658
genic_71	101675	102337
genic_72	102676	103854
genic_73	104445	105989
genic_74	106086	107621
genic_75	107636	107839
genic_76	108039	108524
genic_77	108963	109250
genic_78	109288	109580
genic_79	109861	112470
genic_80	112688	113356
genic_81	113421	114107
genic_82	114907	115671
genic_83	115828	117651
genic_84	117776	118804
genic_85	120567	121676
genic_86	122734	123858
genic_87	124186	124812
genic_88	125134	126243
genic_89	126255	127421
genic_90	127445	128650
genic_91	128655	129860
genic_92	130521	131078
genic_93	131226	132113
genic_94	132148	133410
genic_95	133796	134941
genic_96	134980	136467
genic_97	136926	137885
genic_98	138075	138587
genic_99	138758	139498
genic_100	139736	140710
genic_101	140967	141728
genic_102	142006	143037
genic_103	143144	143503
genic_104	143618	144643
genic_105	145080	146330
genic_106	146462	153637
genic_107	154021	154665
genic_108	154864	154965
genic_109	155255	156295
genic_110	156413	157309
genic_111	157400	158854
genic_112	159099	159974
genic_113	160735	163524
genic_114	163593	164435
genic_115	164589	165512
genic_116	165554	166666
genic_117	166724	168202
genic_118	168422	169585
genic_119	169707	171482
genic_120	171844	173850
genic_121	173984	174562
genic_122	174716	175813
genic_123	175917	177188
genic_124	177490	178758
genic_125	179422	180261
genic_126	180276	181352
genic_127	181367	182407
genic_128	182476	183444
genic_129	183598	184977
genic_130	185078	187327
genic_131	187486	188241
genic_132	188278	188586
genic_133	188712	190475
genic_134	190956	192866
genic_135	192958	194100
genic_136	194178	194285
genic_137	194334	195143
genic_138	195248	195391
genic_139	195473	196408
genic_140	196624	196722
genic_141	197013	199109
genic_142	199422	199889
genic_143	200083	200361
genic_144	200646	201905
genic_145	202139	203194
genic_146	203262	203408
genic_147	203751	204794
genic_148	204808	205482
genic_149	205833	206858
genic_150	206871	208412
genic_151	208625	209794
genic_152	209810	210526
genic_153	210677	211702
genic_154	212149	213837
genic_155	213854	215578
genic_156	215638	216312
genic_157	216327	218066
genic_158	218540	219280
genic_159	219306	219749
genic_160	219854	220555
genic_161	220760	221551
genic_162	221565	223001
genic_163	223065	223199
genic_164	223357	223536
genic_165	223920	224312
genic_166	224752	225744
genic_167	225965	226915
genic_168	227028	227681
genic_169	228243	228830
genic_170	228953	229246
genic_171	229513	232542
genic_172	232673	233131
genic_173	233355	233636
genic_174	233697	235031
genic_175	235042	239481
genic_176	240076	240468
genic_177	240479	240793
genic_178	241135	241809
genic_179	241843	242160
genic_180	242696	244540
genic_181	244754	245245
genic_182	245277	245960
genic_183	245977	246588
genic_184	246689	246907
genic_185	247159	247659
genic_186	247842	248342
genic_187	248788	249288
genic_188	249347	249847
genic_189	249969	250457
genic_190	250497	250871
genic_191	250874	251272
genic_192	251310	252200
genic_193	252206	253255
genic_194	253269	253946
genic_195	253966	254916
genic_196	255431	256549
genic_197	257011	257934
genic_198	258223	259443
genic_199	259456	260316
genic_200	260330	260998
genic_201	261296	263368
genic_202	263455	263547
genic_203	263906	264907
genic_204	265232	265564
genic_205	265644	266444
genic_206	266634	267578
genic_207	267921	268943
genic_208	268945	269970
genic_209	270432	270851
genic_210	271399	272754
genic_211	272893	273333
genic_212	273418	274344
genic_213	274837	275898
genic_214	276122	276688
genic_215	277149	277556
genic_216	277995	278540
genic_217	278562	279416
genic_218	279619	280848
genic_219	281123	282805
genic_220	282847	283050
genic_221	283464	284177
genic_222	284557	285399
genic_223	285411	286040
genic_224	286046	287227
genic_225	287666	288511
genic_226	288683	289564
genic_227	289748	289951
genic_228	290079	291176
genic_229	291234	291530
genic_230	291543	292046
genic_231	292449	292691
genic_232	292947	293558
genic_233	293621	293989
genic_234	294039	294611
genic_235	294633	294884
genic_236	295163	295744
genic_237	296095	296850
genic_238	296874	296975
genic_239	297126	297704
genic_240	298358	299626
genic_241	299824	301290
genic_242	301383	302924
genic_243	303303	303983
genic_244	304261	304956
genic_245	305030	306100
genic_246	306116	306253
genic_247	306562	307488
genic_248	307987	308691
genic_249	309081	309776
genic_250	309825	310520
genic_251	311376	312074
genic_252	312715	313413
genic_253	313435	314118
genic_254	314456	315928
genic_255	316572	317783
genic_256	318064	318741
genic_257	318946	320454
genic_258	320759	321577
genic_259	322162	322947
genic_260	323193	323930
genic_261	324018	325346
genic_262	325566	325889
genic_263	326290	326604
genic_264	326848	328050
genic_265	328626	328754
genic_266	329040	330524
genic_267	330758	333463
genic_268	333635	333997
genic_269	334091	334765
genic_270	335147	335881
genic_271	336012	336125
genic_272	336280	337617
genic_273	337863	338777
genic_274	339217	340359
genic_275	340721	341746
genic_276	342560	343219
genic_277	343427	344269
genic_278	344628	345632
genic_279	345729	346124
genic_280	346173	346658
genic_281	346758	351257
genic_282	351322	352785
genic_283	352996	353088
genic_284	353558	354985
genic_285	355000	356640
genic_286	357228	357956
genic_287	358572	358673
genic_288	358677	359201
genic_289	360065	361738
genic_290	363696	364013
genic_291	364362	364958
genic_292	365070	365168
genic_293	365312	366867
genic_294	367393	370315
genic_295	370875	370988
genic_296	371006	372343
genic_297	372638	373255
genic_298	373531	373860
genic_299	374171	375010
genic_300	375745	376548
genic_301	376808	377155
genic_302	377574	378299
genic_303	379464	379712
genic_304	380083	380922
genic_305	381058	383031
genic_306	383406	384179
genic_307	384682	385218
genic_308	385408	386301
genic_309	387054	387317
genic_310	387648	388496
genic_311	388508	389332
genic_312	392270	392650
genic_313	392865	393167
genic_314	393269	393400
genic_315	393578	394930
genic_316	395245	396210
genic_317	396335	396988
genic_318	397952	398524
genic_319	398998	402504
genic_320	402527	404053
genic_321	404063	405256
genic_322	405272	405535
genic_323	405600	405992
genic_324	407115	407516
genic_325	408345	409640
genic_326	410978	411517
genic_327	411519	413612
genic_328	413627	414508
genic_329	414537	415469
genic_330	415486	416289
genic_331	416967	417332
genic_332	417655	418131
genic_333	418155	418247
genic_334	418467	419954
genic_335	420078	420192
genic_336	420326	420401
genic_337	421275	421350
genic_338	421555	421627
genic_339	422149	422223
genic_340	422852	422940
genic_341	423941	424017
genic_342	424213	424286
genic_343	424405	424480
genic_344	424506	426060
genic_345	426356	429278
genic_346	429461	429575
genic_347	429580	430467
genic_348	430603	431163
genic_349	431913	432374
genic_350	432631	433119
genic_351	433158	434165
genic_352	434641	437097
genic_353	437116	438480
genic_354	438496	439551
genic_355	439557	441011
genic_356	441046	441693
genic_357	442021	443421
genic_358	443470	443874
genic_359	443884	444630
genic_360	444656	445180
genic_361	445202	445771
genic_362	445789	445971
genic_363	445981	446529
genic_364	446558	446980
genic_365	447241	447933
genic_366	447940	448440
genic_367	448446	448814
genic_368	448831	449439
genic_369	449451	453002
genic_370	453075	456671
genic_371	456992	457246
genic_372	458244	458657
genic_373	458663	459133
genic_374	459214	461295
genic_375	461728	462912
genic_376	463211	464398
genic_377	464851	465729
genic_378	466015	467652
genic_379	467675	468640
genic_380	469242	470318
genic_381	470449	470622
genic_382	470949	471632
genic_383	472028	472498
genic_384	472742	473611
genic_385	473821	474387
genic_386	474393	477380
genic_387	477393	481442
genic_388	481579	483051
genic_389	483091	483849
genic_390	483853	484485
genic_391	484500	485048
genic_392	485057	485704
genic_393	485733	487133
genic_394	487588	488964
genic_395	488994	490133
genic_396	490213	490578
genic_397	490598	490867
genic_398	490902	491558
genic_399	491745	492125
genic_400	492346	492714
genic_401	492901	494385
genic_402	494409	495395
genic_403	495460	496224
genic_404	496228	497148
genic_405	497161	498144
genic_406	498228	499304
genic_407	499666	500007
genic_408	500020	500121
genic_409	500224	501633
genic_410	501831	502388
genic_411	502403	503044
genic_412	503186	503731
genic_413	503960	504589
genic_414	504845	504961
genic_415	505006	505599
genic_416	505859	506500
genic_417	506744	507372
genic_418	507765	508394
genic_419	508539	509108
genic_420	509852	510487
genic_421	510946	511206
genic_422	511293	511919
genic_423	512211	513149
genic_424	513534	514070
genic_425	514347	514823
genic_426	515073	516368
genic_427	516951	517472
genic_428	517512	518522
genic_429	518536	518643
genic_430	519098	519481
genic_431	519494	521155
genic_432	521556	522191
genic_433	523160	523987
genic_434	524018	524968
genic_435	525803	526522
genic_436	527744	528544
genic_437	528597	529103
genic_438	529349	530065
genic_439	530185	530973
genic_440	531243	531803
genic_441	532826	535228
genic_442	535230	535655
genic_443	535712	536056
genic_444	536311	537807
genic_445	537873	538355
genic_446	538614	539072
genic_447	539837	541840
genic_448	541851	542495
genic_449	543476	544240
genic_450	545379	546191
genic_451	546880	547983
genic_452	548236	549297
genic_453	549350	549748
genic_454	549898	551625
genic_455	552195	553424
genic_456	553528	553620
genic_457	553636	554469
genic_458	554525	555322
genic_459	555446	556450
genic_460	556459	557475
genic_461	557511	558479
genic_462	558632	559216
genic_463	559393	559755
genic_464	559900	560397
genic_465	560734	561801
genic_466	561921	562964
genic_467	562975	563403
genic_468	563852	564775
genic_469	564841	565515
genic_470	565654	566694
genic_471	566707	567468
genic_472	567600	569489
genic_473	569837	570454
genic_474	570500	571507
genic_475	571587	572231
genic_476	572249	574399
genic_477	574771	575196
genic_478	575232	575948
genic_479	576056	576529
genic_480	577648	577764
genic_481	577786	578430
genic_482	578886	579752
genic_483	580345	580440
genic_484	581715	582935
genic_485	583712	584200
genic_486	584987	585430
genic_487	586027	586422
genic_488	586658	586957
genic_489	587030	587572
genic_490	587752	589383
genic_491	589571	591244
genic_492	591384	592310
genic_493	593555	594463
genic_494	594696	594983
genic_495	595085	596638
genic_496	596665	598038
genic_497	598051	599217
genic_498	599479	599931
genic_499	600476	600958
genic_500	601003	601767
genic_501	601782	602702
genic_502	603532	605490
genic_503	605608	606789
genic_504	606809	608158
genic_505	608732	609571
genic_506	610273	611256
genic_507	611341	611934
genic_508	612000	613151
genic_509	613267	613875
genic_510	614084	614290
genic_511	614310	615020
genic_512	615093	616097
genic_513	616121	618061
genic_514	618567	620450
genic_515	620967	622748
genic_516	623080	624057
genic_517	624321	625835
genic_518	625943	627001
genic_519	627305	627847
genic_520	627875	627973
genic_521	628033	628134
genic_522	628142	628540
genic_523	629086	631251
genic_524	631437	632408
genic_525	632711	632815
genic_526	633334	633489
genic_527	633548	634519
genic_528	634553	635509
genic_529	635751	636512
genic_530	636869	637897
genic_531	637934	638812
genic_532	638864	639184
genic_533	639382	640506
genic_534	640569	641624
genic_535	641768	642151
genic_536	642722	643660
genic_537	643731	644405
genic_538	644869	645441
genic_539	646013	648544
genic_540	649353	649457
genic_541	650327	651202
genic_542	651332	651439
genic_543	651838	652677
genic_544	653152	653802
genic_545	653969	654205
genic_546	654617	655648
genic_547	655769	656785
genic_548	658143	659117
genic_549	659474	662320
genic_550	662472	663404
genic_551	664113	664952
genic_552	664980	665465
genic_553	667144	668583
genic_554	668882	669817
genic_555	670543	671454
genic_556	671773	672768
genic_557	673045	673989
genic_558	674033	674620
genic_559	674850	675479
genic_560	675705	676718
genic_561	676737	677747
genic_562	677793	678983
genic_563	678985	679746
genic_564	679988	681505
genic_565	682230	683534
genic_566	683682	684140
genic_567	684462	684695
genic_568	685181	685921
genic_569	686098	688470
genic_570	688602	689066
genic_571	689479	689634
genic_572	689646	690167
genic_573	690333	690863
genic_574	690970	693753
genic_575	694310	695332
genic_576	695382	695852
genic_577	696100	696786
genic_578	696849	697049
genic_579	697236	697439
genic_580	697979	698539
genic_581	698822	699538
genic_582	699811	700350
genic_583	701023	701379
genic_584	701404	701784
genic_585	701797	701910
genic_586	702293	703171
genic_587	703377	703490
genic_588	703619	704005
genic_589	704267	704563
genic_590	704783	705808
genic_591	706042	706737
genic_592	706807	707628
genic_593	708141	708335
genic_594	709686	710447
genic_595	711001	712308
genic_596	713366	714616
genic_597	714630	715094
genic_598	715334	716731
genic_599	716736	716873
genic_600	717411	718451
genic_601	718542	719609
genic_602	719633	719731
genic_603	719754	720602
genic_604	720634	721461
genic_605	721513	722832
genic_606	723025	723942
genic_607	723959	724342
genic_608	724359	724793
genic_609	724830	725609
genic_610	725743	726627
genic_611	726707	726817
genic_612	726843	726995
genic_613	727047	728504
genic_614	728571	729785
genic_615	729871	730107
genic_616	730722	731897
genic_617	732256	732579
genic_618	732760	732996
genic_619	733283	733642
genic_620	733793	735001
genic_621	735523	736998
genic_622	737388	738704
genic_623	738975	739349
genic_624	739536	740129
genic_625	741079	741423
genic_626	741527	742654
genic_627	742674	743864
genic_628	743871	745115
genic_629	745167	745358
genic_630	745452	746783
genic_631	746953	747528
genic_632	747831	748355
genic_633	748598	749065
genic_634	749726	753202
genic_635	753632	757285
genic_636	757560	758462
genic_637	759115	759504
genic_638	759815	760081
genic_639	760107	761921
genic_640	762531	765140
genic_641	765330	766475
genic_642	766570	767211
genic_643	767459	768577
genic_644	769175	769690
genic_645	769782	770723
genic_646	770807	772051
genic_647	773889	774815
genic_648	775462	776532
genic_649	776581	777663
genic_650	778506	779447
genic_651	779822	781477
genic_652	781828	783543
genic_653	783609	784595
genic_654	784925	785905
genic_655	787667	788629
genic_656	789137	790018
genic_657	790129	790524
genic_658	790801	791520
genic_659	791680	792666
genic_660	793088	794896
genic_661	795152	795499
genic_662	795854	796489
genic_663	796663	797472
genic_664	797737	798591
genic_665	798621	800006
genic_666	800683	802527
genic_667	802911	803681
genic_668	803712	805280
genic_669	805377	806135
genic_670	806243	806752
genic_671	806978	808459
genic_672	808720	808980
genic_673	809113	810675
genic_674	811014	811817
genic_675	812281	814605
genic_676	815676	817034
genic_677	817170	818681
genic_678	818844	819062
genic_679	819517	819693
genic_680	820475	821077
genic_681	821370	821477
genic_682	821738	821839
genic_683	822128	824092
genic_684	824155	824475
genic_685	824636	825277
genic_686	825408	825695
genic_687	825879	827361
genic_688	828849	829712
genic_689	830047	830598
genic_690	831787	831891
genic_691	832213	833424
genic_692	833794	835467
genic_693	835725	836528
genic_694	836625	837446
genic_695	837569	837988
genic_696	838135	838245
genic_697	838554	839747
genic_698	839816	839938
genic_699	840616	841035
genic_700	841762	842886
genic_701	843022	843726
genic_702	843733	843996
genic_703	844015	844686
genic_704	844953	847142
genic_705	847239	848723
genic_706	849433	850461
genic_707	851014	851580
genic_708	851712	853190
genic_709	853285	854532
genic_710	855635	855754
genic_711	855756	857051
genic_712	857103	858275
genic_713	858286	858828
genic_714	858990	859256
genic_715	859281	860999
genic_716	861652	863013
genic_717	863281	864300
genic_718	864663	865325
genic_719	865587	865742
genic_720	865753	866379
genic_721	866803	867915
genic_722	867994	868971
genic_723	869065	870357
genic_724	870391	871797
genic_725	871889	872164
genic_726	872711	873250
genic_727	873560	874654
genic_728	874665	875462
genic_729	875789	876598
genic_730	876678	877751
genic_731	877755	878774
genic_732	878954	879373
genic_733	881456	882283
genic_734	882461	884308
genic_735	884503	884778
genic_736	885167	886393
genic_737	889409	892861
genic_738	893538	894449
genic_739	894884	895345
genic_740	895349	895552
genic_741	895784	896821
genic_742	896974	897408
genic_743	897946	898200
genic_744	898689	899159
genic_745	899161	899643
genic_746	900676	901233
genic_747	902114	902288
genic_748	902499	903182
genic_749	904311	905387
genic_750	905535	906383
genic_751	906643	907419
genic_752	907573	907866
genic_753	908031	908765
genic_754	909542	909865
genic_755	910412	910519
genic_756	910528	911268
genic_757	911702	912760
genic_758	912762	915164
genic_759	916667	916927
genic_760	917032	917553
genic_761	917974	919686
genic_762	919857	922205
genic_763	922325	922639
genic_764	923522	925303
genic_765	925552	926166
genic_766	926172	927938
genic_767	928098	928913
genic_768	929107	929907
genic_769	930424	931011
genic_770	931027	931530
genic_771	932129	932296
genic_772	932479	932808
genic_773	932821	933327
genic_774	933409	933906
genic_775	934039	934389
genic_776	934810	935055
genic_777	935356	935502
genic_778	935549	935773
genic_779	936203	937204
genic_780	937594	938526
genic_781	938791	940281
genic_782	940602	940829
genic_783	940923	941111
genic_784	941690	941824
genic_785	942735	942869
genic_786	942881	943576
genic_787	943792	944019
genic_788	944362	945564
genic_789	945806	946237
genic_790	946776	947690
genic_791	947930	948331
genic_792	948700	950934
genic_793	951404	952369
genic_794	952406	953755
genic_795	953761	955080
genic_796	957134	958546
genic_797	958607	959779
genic_798	959884	960549
genic_799	960966	961634
genic_800	961784	962347
genic_801	962364	962654
genic_802	962674	963480
genic_803	963611	964228
genic_804	964326	967079
genic_805	967342	968139
genic_806	968344	968835
genic_807	968875	969792
genic_808	970126	970653
genic_809	971009	972316
genic_810	972688	973569
genic_811	973755	975029
genic_812	975383	976483
genic_813	976564	979737
genic_814	979922	980614
genic_815	980785	981396
genic_816	981581	981793
genic_817	982071	982472
genic_818	983239	983862
genic_819	984120	984338
genic_820	985225	986424
genic_821	986677	989085
genic_822	989366	990319
genic_823	990597	991085
genic_824	991346	992281
genic_825	992350	993657
genic_826	993746	994840
genic_827	995028	995771
genic_828	996035	998029
genic_829	998300	999175
genic_830	999191	999835
genic_831	999935	1000576
genic_832	1001144	1001518
genic_833	1001594	1003240
genic_834	1003613	1005673
genic_835	1006055	1006627
genic_836	1006754	1007740
genic_837	1008399	1009325
genic_838	1009433	1010167
genic_839	1010178	1010411
genic_840	1011164	1011895
genic_841	1012245	1015811
genic_842	1016327	1017577
genic_843	1017892	1018224
genic_844	1018227	1019594
genic_845	1020674	1020949
genic_846	1021189	1021692
genic_847	1022023	1022760
genic_848	1022872	1023222
genic_849	1023433	1024317
genic_850	1024584	1025351
genic_851	1025519	1026685
genic_852	1026944	1027852
genic_853	1027992	1029110
genic_854	1030145	1031389
genic_855	1031474	1032214
genic_856	1032295	1034370
genic_857	1034605	1035912
genic_858	1035929	1036825
genic_859	1037674	1038219
genic_860	1038383	1039786
genic_861	1039882	1040655
genic_862	1041102	1041194
genic_863	1042287	1042400
genic_864	1042433	1043314
genic_865	1043736	1044458
genic_866	1044505	1045059
genic_867	1045112	1045882
genic_868	1045911	1046693
genic_869	1047186	1048370
genic_870	1048762	1050465
genic_871	1050617	1054927
genic_872	1055046	1055513
genic_873	1055917	1057092
genic_874	1057505	1057789
genic_875	1058566	1058883
genic_876	1058917	1061034
genic_877	1061168	1061518
genic_878	1061963	1062880
genic_879	1062959	1063930
genic_880	1063959	1064228
genic_881	1064720	1066816
genic_882	1067457	1069028
genic_883	1069482	1071725
genic_884	1071834	1072547
genic_885	1073020	1074285
genic_886	1074378	1075664
genic_887	1076586	1077290
genic_888	1077376	1078203
genic_889	1078216	1078608
genic_890	1078876	1079454
genic_891	1079465	1080616
genic_892	1080709	1081752
genic_893	1081928	1083487
genic_894	1083752	1084549
genic_895	1085536	1087296
genic_896	1088187	1089053
genic_897	1089065	1089358
genic_898	1089456	1091000
genic_899	1091086	1091451
genic_900	1091695	1092186
genic_901	1092207	1094729
genic_902	1094781	1096790
genic_903	1097094	1097636
genic_904	1098441	1099259
genic_905	1099713	1101209
genic_906	1101724	1103397
genic_907	1103463	1104377
genic_908	1104632	1105567
genic_909	1105733	1105966
genic_910	1106458	1107696
genic_911	1107727	1108965
genic_912	1109130	1109498
genic_913	1110289	1111629
genic_914	1111747	1111944
genic_915	1112087	1112311
genic_916	1112861	1113067
genic_917	1113092	1113202
genic_918	1113315	1113500
genic_919	1113893	1113997
genic_920	1114794	1114967
genic_921	1115228	1115479
genic_922	1116003	1116587
genic_923	1116606	1116854
genic_924	1117611	1117733
genic_925	1118024	1118125
genic_926	1118352	1118618
genic_927	1119248	1119385
genic_928	1120251	1120712
genic_929	1121056	1121250
genic_930	1121630	1121971
genic_931	1122421	1122612
genic_932	1122774	1122971
genic_933	1123354	1124835
genic_934	1124857	1125765
genic_935	1125869	1126600
genic_936	1127818	1128909
genic_937	1131663	1132265
genic_938	1132775	1133308
genic_939	1133727	1134302
genic_940	1134635	1135915
genic_941	1136084	1137145
genic_942	1137260	1138174
genic_943	1138355	1139158
genic_944	1139444	1140865
genic_945	1142211	1142360
genic_946	1143119	1143388
genic_947	1143753	1144730
genic_948	1145685	1146548
genic_949	1146661	1146894
genic_950	1146896	1147135
genic_951	1147463	1149340
genic_952	1149357	1149644
genic_953	1149918	1150016
genic_954	1150332	1150760
genic_955	1150927	1152048
genic_956	1152414	1155444
genic_957	1155544	1157190
genic_958	1157500	1160205
genic_959	1160219	1160686
genic_960	1160703	1162694
genic_961	1162766	1165168
genic_962	1165526	1166986
genic_963	1167044	1167895
genic_964	1168206	1168373
genic_965	1168585	1169793
genic_966	1169977	1172499
genic_967	1172756	1173739
genic_968	1173968	1175230
genic_969	1175409	1176440
genic_970	1176656	1178062
genic_971	1178508	1179074
genic_972	1180065	1181063
genic_973	1181131	1181913
genic_974	1181946	1182578
genic_975	1182998	1184212
genic_976	1184577	1185305
genic_977	1185378	1186640
genic_978	1187268	1188527
genic_979	1188531	1189298
genic_980	1189506	1191320
genic_981	1191478	1193079
genic_982	1193176	1194381
genic_983	1194395	1195384
genic_984	1195869	1196756
genic_985	1196813	1197505
genic_986	1197548	1198267
genic_987	1199246	1200397
genic_988	1201714	1202799
genic_989	1202974	1204239
genic_990	1204753	1205022
genic_991	1205185	1205814
genic_992	1206153	1207289
genic_993	1207571	1208275
genic_994	1208496	1208897
genic_995	1210256	1211596
genic_996	1211809	1212486
genic_997	1212507	1214690
genic_998	1215395	1215709
genic_999	1215828	1215965
genic_1000	1216089	1217057
genic_1001	1217339	1217563
genic_1002	1217589	1217693
genic_1003	1218046	1218411
genic_1004	1218587	1219300
genic_1005	1220346	1221278
genic_1006	1222422	1222763
genic_1007	1222983	1223210
genic_1008	1224040	1224186
genic_1009	1224261	1225466
genic_1010	1226053	1226559
genic_1011	1226564	1227472
genic_1012	1227661	1228446
genic_1013	1228630	1230114
genic_1014	1230661	1231554
genic_1015	1232041	1232220
genic_1016	1232243	1232335
genic_1017	1232494	1233075
genic_1018	1233724	1233942
genic_1019	1234138	1234524
genic_1020	1234561	1235952
genic_1021	1236455	1236706
genic_1022	1236914	1237183
genic_1023	1237709	1238722
genic_1024	1238724	1239998
genic_1025	1240073	1240270
genic_1026	1240784	1240894
genic_1027	1241333	1241893
genic_1028	1242559	1242660
genic_1029	1242911	1244272
genic_1030	1244801	1245214
genic_1031	1246653	1247708
genic_1032	1247727	1248227
genic_1033	1248480	1248620
genic_1034	1248999	1249463
genic_1035	1250889	1251491
genic_1036	1251613	1252059
genic_1037	1252139	1253299
genic_1038	1253535	1255139
genic_1039	1255465	1255560
genic_1040	1255621	1256895
genic_1041	1257242	1258147
genic_1042	1258308	1258397
genic_1043	1258514	1259146
genic_1044	1260179	1261348
genic_1045	1261526	1261837
genic_1046	1262327	1263595
genic_1047	1263870	1264823
genic_1048	1264939	1265502
genic_1049	1266108	1267109
genic_1050	1267438	1267752
genic_1051	1268073	1269365
genic_1052	1269493	1269888
genic_1053	1270771	1271241
genic_1054	1272885	1273328
genic_1055	1273597	1274232
genic_1056	1274468	1274770
genic_1057	1274960	1275325
genic_1058	1275441	1275794
genic_1059	1275854	1277107
genic_1060	1277153	1278745
genic_1061	1278844	1279101
genic_1062	1279294	1279944
genic_1063	1280082	1281077
genic_1064	1281253	1281879
genic_1065	1282141	1282485
genic_1066	1282877	1283428
genic_1067	1283781	1283882
genic_1068	1283985	1284092
genic_1069	1284127	1284693
genic_1070	1284976	1285515
genic_1071	1285755	1286543
genic_1072	1286872	1287375
genic_1073	1287769	1288191
genic_1074	1288657	1289022
genic_1075	1289277	1289834
genic_1076	1290362	1291324
genic_1077	1292097	1292918
genic_1078	1293331	1293693
genic_1079	1294075	1295394
genic_1080	1295745	1297034
genic_1081	1297100	1298143
genic_1082	1298231	1299208
genic_1083	1299682	1299783
genic_1084	1300422	1301141
genic_1085	1301374	1301541
genic_1086	1302243	1302428
genic_1087	1303447	1304352
genic_1088	1305402	1306448
genic_1089	1306581	1307726
genic_1090	1308003	1308467
genic_1091	1308624	1308899
genic_1092	1309216	1310433
genic_1093	1310577	1311563
genic_1094	1311665	1312165
genic_1095	1312862	1313416
genic_1096	1313618	1315156
genic_1097	1315998	1317164
genic_1098	1317530	1317856
genic_1099	1318364	1319440
genic_1100	1320358	1321152
genic_1101	1322082	1322189
genic_1102	1322851	1323411
genic_1103	1323424	1324353
genic_1104	1324361	1325740
genic_1105	1326180	1326581
genic_1106	1326776	1327816
genic_1107	1327929	1328492
genic_1108	1328807	1330093
genic_1109	1331224	1331403
genic_1110	1332045	1332305
genic_1111	1332496	1332945
genic_1112	1333198	1333305
genic_1113	1333501	1333782
genic_1114	1334336	1334968
genic_1115	1336311	1336850
genic_1116	1336866	1337636
genic_1117	1337828	1337995
genic_1118	1338438	1338584
genic_1119	1338772	1339809
genic_1120	1340072	1341295
genic_1121	1343392	1344699
genic_1122	1345034	1345777
genic_1123	1346474	1347100
genic_1124	1347596	1348381
genic_1125	1348530	1349099
genic_1126	1349287	1349427
genic_1127	1349639	1350883
genic_1128	1351569	1352195
genic_1129	1352350	1352457
genic_1130	1353003	1354931
genic_1131	1355606	1357216
genic_1132	1357280	1357435
genic_1133	1357437	1359125
genic_1134	1359753	1361522
genic_1135	1361772	1362026
genic_1136	1362629	1363633
genic_1137	1363961	1365490
genic_1138	1365560	1366606
genic_1139	1366704	1368074
genic_1140	1368898	1369470
genic_1141	1369584	1370852
genic_1142	1370865	1371098
genic_1143	1371308	1373965
genic_1144	1373992	1374687
genic_1145	1374771	1375973
genic_1146	1376103	1377587
genic_1147	1377763	1378410
genic_1148	1379286	1379789
genic_1149	1380477	1380998
genic_1150	1381315	1382118
genic_1151	1382131	1382601
genic_1152	1383668	1383796
genic_1153	1384412	1385122
genic_1154	1385776	1386096
genic_1155	1386458	1387438
genic_1156	1388079	1389170
genic_1157	1389486	1389578
genic_1158	1389905	1391443
genic_1159	1391794	1393926
genic_1160	1394255	1394689
genic_1161	1394813	1395919
genic_1162	1396244	1397563
genic_1163	1397892	1397996
genic_1164	1398167	1398427
genic_1165	1398714	1398839
genic_1166	1398995	1400971
genic_1167	1401518	1402930
genic_1168	1403191	1403931
genic_1169	1404041	1404202
genic_1170	1405563	1405730
genic_1171	1405737	1408160
genic_1172	1408403	1408642
genic_1173	1408659	1409048
genic_1174	1409328	1410215
genic_1175	1410229	1411092
genic_1176	1411134	1411298
genic_1177	1411593	1411910
genic_1178	1412481	1412732
genic_1179	1412780	1413220
genic_1180	1413702	1414913
genic_1181	1415065	1415235
genic_1182	1415421	1415915
genic_1183	1415977	1416774
genic_1184	1416802	1417104
genic_1185	1417917	1418327
genic_1186	1418774	1420489
genic_1187	1420922	1421374
genic_1188	1421676	1422365
genic_1189	1423047	1423661
